coordinates,favorited,user,favorite_count,contributors,quoted_status,in_reply_to_user_id,truncated,lang,text,in_reply_to_status_id,id_str,quoted_status_id_str,geo,in_reply_to_screen_name,retweet_count,is_quote_status,extended_entities,in_reply_to_user_id_str,created_at,id,retweeted,possibly_sensitive,entities,quoted_status_id,in_reply_to_status_id_str,place,source
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",44,,,,False,in,"Cukuplah tweet setakat ini dulu.
Kita ikuti final UEFA Champions League.
Juventus v Real Madrid. https://t.co/MGCRgsDcRR",,871070035514490880,,,,68,False,"{'media': [{'url': 'https://t.co/MGCRgsDcRR', 'id_str': '871070019404181504', 'media_url_https': 'https://pbs.twimg.com/media/DBapkUkUMAAGsZC.jpg', 'media_url': 'http://pbs.twimg.com/media/DBapkUkUMAAGsZC.jpg', 'indices': [97, 120], 'expanded_url': 'https://twitter.com/AbdMalekHussin/status/871070035514490880/photo/1', 'id': 871070019404181504, 'type': 'photo', 'display_url': 'pic.twitter.com/MGCRgsDcRR', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 383, 'resize': 'fit', 'w': 680}, 'medium': {'h': 675, 'resize': 'fit', 'w': 1200}, 'large': {'h': 720, 'resize': 'fit', 'w': 1280}}}]}",,Sat Jun 03 18:24:14 +0000 2017,871070035514490880,False,False,"{'hashtags': [], 'media': [{'url': 'https://t.co/MGCRgsDcRR', 'id_str': '871070019404181504', 'media_url_https': 'https://pbs.twimg.com/media/DBapkUkUMAAGsZC.jpg', 'media_url': 'http://pbs.twimg.com/media/DBapkUkUMAAGsZC.jpg', 'indices': [97, 120], 'expanded_url': 'https://twitter.com/AbdMalekHussin/status/871070035514490880/photo/1', 'id': 871070019404181504, 'type': 'photo', 'display_url': 'pic.twitter.com/MGCRgsDcRR', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 383, 'resize': 'fit', 'w': 680}, 'medium': {'h': 675, 'resize': 'fit', 'w': 1200}, 'large': {'h': 720, 'resize': 'fit', 'w': 1280}}}], 'symbols': [], 'user_mentions': [], 'urls': []}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",40,,,,True,in,Adakala pihak polis bertindak melampaui undang-undang. Ditembak mati suspek bebudak. Ada suspek mati dalam tahanan… https://t.co/ruGJmpm8SW,,871067304661966848,,,,128,False,,,Sat Jun 03 18:13:23 +0000 2017,871067304661966848,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ruGJmpm8SW', 'indices': [116, 139], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/871067304661966848'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",123,,,,True,in,"Suspek apa kes pun jangan pukul mati. Cukup sekadar buat tangkapan awam.

Jika tak dasari rule of law, apa bezanya… https://t.co/zCuAGnIF6r",,871065447990296576,,,,327,False,,,Sat Jun 03 18:06:01 +0000 2017,871065447990296576,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/zCuAGnIF6r', 'indices': [116, 139], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/871065447990296576'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",152,,,,True,in,"Kekadang orang kita, dapat tangkap saja suspek kes terus bedal..dibalun bagai nak kojol walau dalam masjid.

Buat c… https://t.co/0DpCAEujyY",,871060569482067968,,,,354,False,,,Sat Jun 03 17:46:37 +0000 2017,871060569482067968,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/0DpCAEujyY', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/871060569482067968'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",998,,,,True,in,"Bagus orang Kampung Tersusun Batu 7 Lekir, Setiawan. Curi kelapa..cuma ikat..tak pukul. Kedian serah ke polis.

Ini… https://t.co/RQYGcgNBo9",,871056312636919808,,,,2349,False,,,Sat Jun 03 17:29:43 +0000 2017,871056312636919808,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/RQYGcgNBo9', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/871056312636919808'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",60,,,,True,in,"Ramadhan di Kabul
🔴3 hari lalu serangan bom: 90 maut
🔴Semalam polis bedil protes: 4 maut
🔴Hari ini serangan bom: 20… https://t.co/nPfBofDrgX",,871050509334986753,,,,152,False,,,Sat Jun 03 17:06:39 +0000 2017,871050509334986753,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nPfBofDrgX', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/871050509334986753'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",32,,,,True,in,"Kelapa (Dikupas) 1Biji
RM1.80: Ipoh
RM1.90: Melaka
RM2.05: PP
RM2.10: KB
RM2.35: PJ, KT
RM2.40: AS
RM2.50: JB, S'ba… https://t.co/EmvSLfnMMa",,870887541599162371,,,,52,False,,,Sat Jun 03 06:19:04 +0000 2017,870887541599162371,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EmvSLfnMMa', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/870887541599162371'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",64,,,,True,in,"Sitiawan. 2 lelaki curi kelapa kawasan sekolah agama. Ditangkap orang kampong. Diikat kat pokok..tunggu polis.

Ram… https://t.co/i5EOM0vAWV",,870883631765442566,,,,134,False,,,Sat Jun 03 06:03:32 +0000 2017,870883631765442566,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/i5EOM0vAWV', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/870883631765442566'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",51,,,,False,in,Satu kematian dalam insiden pembunuhan bukan cuma satu statistik. Ia jenayah kemanusiaan. Siapa bertanggungjawab mesti didakwa dan dihukum.,,870867791372460032,,,,64,False,,,Sat Jun 03 05:00:36 +0000 2017,870867791372460032,False,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",1167,,,,True,in,"TAKZIAH kpd keluarga Allahyarham Zulfarhan Osman Zulkarnain pelajar UPNM.

Kematiannya jadi kes polis. Bring to jus… https://t.co/H14egvCJ9g",,870862393567399937,,,,2420,False,,,Sat Jun 03 04:39:09 +0000 2017,870862393567399937,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/H14egvCJ9g', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/870862393567399937'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",99,,,,False,in,"Korea Selatan, Perancis dah pilihanraya. Kini UK. Perbahasannya menganjak kpd isu2 global.

Sini masih tahap beri kampit beras..dan hulur.",,870848273929469952,,,,129,False,,,Sat Jun 03 03:43:02 +0000 2017,870848273929469952,False,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",47,,,,True,in,"Kempen pilihanraya UK tumpu perbahasan isu2 kaitan dasar luar, ekonomi, pendidikan, hak pekerja, alam sekitar dsb.… https://t.co/Alq85b5prv",,870843132027387907,,,,64,False,,,Sat Jun 03 03:22:36 +0000 2017,870843132027387907,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Alq85b5prv', 'indices': [116, 139], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/870843132027387907'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
,False,"{'profile_background_tile': False, 'screen_name': 'AbdMalekHussin', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'following': None, 'profile_use_background_image': True, 'translator_type': 'none', 'created_at': 'Wed Nov 28 11:02:32 +0000 2012', 'lang': 'en', 'default_profile_image': False, 'is_translation_enabled': False, 'id_str': '975891055', 'is_translator': False, 'has_extended_profile': False, 'url': None, 'profile_background_color': 'C0DEED', 'profile_link_color': '1DA1F2', 'time_zone': 'Kuala Lumpur', 'notifications': None, 'friends_count': 29, 'utc_offset': 28800, 'verified': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_text_color': '333333', 'description': 'Head of Parliamentary Affairs Office of the Opposition Leader Parliament of Malaysia', 'favourites_count': 291, 'follow_request_sent': None, 'id': 975891055, 'default_profile': True, 'statuses_count': 56475, 'profile_image_url': 'http://pbs.twimg.com/profile_images/764497395811950594/pAyTIxYg_normal.jpg', 'protected': False, 'entities': {'description': {'urls': []}}, 'contributors_enabled': False, 'profile_sidebar_border_color': 'C0DEED', 'listed_count': 138, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'followers_count': 41258, 'geo_enabled': True, 'location': '', 'profile_sidebar_fill_color': 'DDEEF6', 'name': 'Malek Hussin'}",38,,,,True,in,UK kini hangat kempen pilihanraya umum. Konservatif (Theresa May) dan Buruh (Jeremy Corbyn) bertarung sengit. Mengu… https://t.co/vbCXat8aRp,,870830739666989056,,,,41,False,,,Sat Jun 03 02:33:22 +0000 2017,870830739666989056,False,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/vbCXat8aRp', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…', 'expanded_url': 'https://twitter.com/i/web/status/870830739666989056'}]}",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
