4,Win10,"  Yesterday, 09:20 PM",New Member,Group: Junior Member,Posts: 16,Joined: Nov 2016,,Trust me.. I don't tooThough we know what he/ she meant figuratively
5,jamilselamat,"  Yesterday, 09:34 PM",Getting Started,Group: Junior Member,Posts: 84,Joined: Jul 2011,,Did someone literally write this as a serious work of literature?Feels annoyingly like a hipster kid trying to tell a story. I'm all for modern interpretations but this... this is a really bad writing style. Reminds me of the infamous 'My Immortal' fan fic.
6,Nebelung Valesti,"  Yesterday, 09:49 PM",Getting Started,Group: Junior Member,Posts: 62,Joined: Aug 2008,From: KayTee,woah.
7,olman,"  Yesterday, 10:00 PM",Pukimon,Group: Senior Member,"Posts: 1,839",Joined: Jan 2003,From: PukiDex 150: SlowMon,literasi ejakulasi
8,SerioseCat,"  Yesterday, 10:02 PM",Getting Started,Group: Junior Member,Posts: 290,Joined: May 2008,,">Literasi Ojakulasiwatch out folks, we have the next Malique over here"
9,riezzien,"  Yesterday, 10:07 PM",New Member,Group: Junior Member,Posts: 24,Joined: Jan 2009,,mana part cikgu harfa mengeluh kesedapannye? stupis ts donno write dont write la ccbmch
10,Win10,"  Yesterday, 10:09 PM",New Member,Group: Junior Member,Posts: 16,Joined: Nov 2016,,"Back then, there's only few of publisher with indie line commemorating such writing. Thukul Cetak, Dubook, Fixi, Lejen Press. Tpi skang, banyak sgt publisher indie smpai wujud isu lambakan penulis dondang-sampah niMostly tema pulp-fiction dan urban kontemporari, dorg bleh dpat 20~40 manuskrip tiap bulan dari penulis tempatan? Welp, still salah DBP kot. https://www.roketkini.com/2015/10/20/sisi-g...die-yang-kasar/"
11,jamilselamat,"  Yesterday, 10:19 PM",Getting Started,Group: Junior Member,Posts: 84,Joined: Jul 2011,,"If there's demand, people will keep making it, I suppose.I dislike this nu-age, supposedly 'contemporary' writing. It feels like the writers are more concerned with making themselves look hip and cool rather than the audience comprehending what the hell the story is about. This is reminiscent of the days of trashy Malay novels in the 90s, who are more concerned with using obscure Malay words in their writing to make themselves feel poetic and shit. Maybe they keep doing it because they dont have a good story to tell.I come from the generation of latecomers to the works of Tamar Jalis and Tok Awang Ngah with their more direct approach to storytelling though, so I may be biased. The only other non horror novel that I remember enjoying reading is 'Tulang Tulang Berserakan' by Usman Awang'."
12,zakuankajang,"  Today, 01:18 AM",New Member,Group: New Member,Posts: 0,Joined: May 2017,"From: Kepala Batas, Penang",ejakulasi
13,joe_star,"  Today, 01:43 AM",Serving the Servants,Group: Senior Member,"Posts: 1,457",Joined: Mar 2007,,Cikgu suraya >> cikgu harfa
14,hakim1994,"  Today, 02:00 AM",Getting Started,Group: Junior Member,Posts: 78,Joined: Nov 2011,From: belakang lu bro,Dont care about the essay. Drillz 200% approved ??
15,mambangafro,"  Today, 02:58 AM",ME IS KUDA PING :3,Group: Senior Member,Posts: 617,Joined: Aug 2010,,apa lancau ni
16,ah_suknat,"  Today, 03:04 AM",whoooooooooooooop,Group: Senior Member,"Posts: 4,296",Joined: Jul 2006,"From: /k//k/, /k/undasang",Need the girl in the picta's instaPlease
17,Win10,"  Today, 03:35 AM",New Member,Group: Junior Member,Posts: 16,Joined: Nov 2016,,Google out Cikgu Aishah.. Her IG acc are easily obtainable iircPernah viral sebab dapat surat cinta dri abah pelajar
0,soowky,"  Yesterday, 02:27 PM, updated 13h ago",New Member,Group: Junior Member,Posts: 10,Joined: Jul 2009,From: /kay/,RD2_gVJJ-IM
1,zakuankajang,"  Yesterday, 02:32 PM",New Member,Group: New Member,Posts: 0,Joined: May 2017,"From: Kepala Batas, Penang",apa salahan kami?
2,vga_cable,"  Yesterday, 02:38 PM",New Member,Group: New Member,Posts: 0,Joined: Feb 2017,,"saya sokong behind keyboard,am not as tough as them."
3,siaoand1,"  Yesterday, 02:41 PM",Getting Started,Group: Junior Member,Posts: 164,Joined: Oct 2010,,rempits butthurt ppl komprain sikal bising XDsampah masyarakat cause trouble only
4,Mustadio,"  Yesterday, 02:42 PM",New Member,Group: Junior Member,Posts: 9,Joined: Dec 2008,,"RIP motorcycle, kesian motorcycle tidak bersalah menjadi mangsautube comment topkek"
5,mattsynyster,"  Yesterday, 02:42 PM",Getting Started,Group: Junior Member,Posts: 60,Joined: Feb 2013,"From: Ono Nonoko,",All Gay
6,nebula87,"  Yesterday, 02:43 PM",Getting Started,Group: Junior Member,Posts: 133,Joined: Nov 2013,,padan muka!!
7,HongKi,"  Yesterday, 02:44 PM",Getting Started,Group: Junior Member,Posts: 107,Joined: Nov 2013,,Nak lawan tu lawan je la.Nape buli motor tu?Kesian motor no life.
8,sunami,"  Yesterday, 02:45 PM",Getting Started,Group: Junior Member,Posts: 211,Joined: Jul 2006,,what's the story?
9,OldSchoolJoke,"  Yesterday, 02:48 PM",Getting Started,Group: Junior Member,Posts: 196,Joined: Mar 2010,,ok..im blur..siapa bising? M or I?inb4...salah orang tapi motor yang kena...transformers gonna rage
10,techfreakguy,"  Yesterday, 02:48 PM",New Member,Group: Junior Member,Posts: 16,Joined: May 2016,,Hahahaha..pandan muka..bodoh bising bebal..bunyi cam taik laju tak ke mana pun..
11,iGamer,"  Yesterday, 02:49 PM",Casual,Group: Junior Member,Posts: 369,Joined: Feb 2016,From: BanhammerLand,Noisy modified bike............. better rempit die fast fast.........
12,FourZeroFour,"  Yesterday, 02:50 PM",Getting Started,Group: Junior Member,Posts: 162,Joined: Apr 2008,,"Dekat rumah aku dulu selalu jugak bising bebudak revving moto rempit diorang. Tapi lepas ada jiran dalam neighbouhood aku start pakai harley davidson, dah senyap terus dah moto diorang sampai la sekarang"
13,nintendo86,"  Yesterday, 02:52 PM",New Member,Group: Junior Member,Posts: 4,Joined: Sep 2015,,cbr 600 rr repsol color scheme.. what a beauty..
14,Mr_47,"  Yesterday, 03:16 PM","***NOT MODERATOR *** Post : +10,000,000,00 Warn: 100%",Group: Senior Member,"Posts: 4,123",Joined: Jan 2003,From: Bora-bora u jelly? Special: Age of multi-monitor,if not superbike then godai parang style
15,komag,"  Yesterday, 03:19 PM",Getting Started,Group: Junior Member,Posts: 288,Joined: Mar 2005,,
16,ctrl_alt_del,"  Yesterday, 03:21 PM",On my way,Group: Senior Member,Posts: 578,Joined: Jan 2005,,No need so much trouble...just tie some invisible string to trap moto...
17,Zuchie,"  Yesterday, 10:48 PM",New Member,Group: New Member,Posts: 0,Joined: May 2017,,Please la give us the truth story.. only moron people always make like this.
18,syahmie8,"  Yesterday, 11:01 PM",New Member,Group: Junior Member,Posts: 4,Joined: Apr 2013,,So. Melayu gaduh sama melayu la ni.. Bodoh.
19,silent_stalker,"  Yesterday, 11:01 PM",Enthusiast,Group: Senior Member,Posts: 820,Joined: Apr 2012,,Based on the report im guessing a group of rempit convoy to wedding. And u know la when they are in large group sure preng preng. Twist the throttle just to make noise.I sokong the parang people
0,ah_suknat,"  Today, 02:52 AM, updated 1h ago",whoooooooooooooop,Group: Senior Member,"Posts: 4,296",Joined: Jul 2006,"From: /k//k/, /k/undasang",
1,GibeDeMuny,"  Today, 03:21 AM",New Member,Group: Junior Member,Posts: 12,Joined: Nov 2016,,>download pending
0,ElaineChewMeow,"  Feb 27 2017, 12:24 PM, updated 3w ago",You forget what you have when you complaining what you don't,Group: Senior Member,Posts: 760,Joined: Mar 2011,,"Office Workers League V142Yer new into working life? A seasoned semi-retired worker? Running your own business, boss? Come bloody join us will ya?! join us. We need more Office Workers Sexy OL to register as OWL Members! Please leave your name and pay ur member fees at the front counter...[/b]PAY FREE For Each POST =================================================THE CHARTERAt Office Workers League (OWL) we strive to allow people to provide their views without fear or favour.Almost anything is allowed, except racial and religious extremism. However, to meet the PGSX21 rating of this thread, hamsap talks and all that jazz are MOST definitely welcomed...================================================= ~ 2016 mission!!! ~ Recruit MOAR SEXY new staff and improve proplayductivity!!!!snake snake snake and snake~  if u dun snake during work how u gonna post here?!?!?==================================================================================================LYN OWL WHATSAPP GROUP V4 VERY ACTIVE~1 year anniversary 22/1/2016!Ask us for moar info   (Applications will be reviewed by the Higher Council)=================================================THANK YOU TO ALL WHO TOOK THEIR TIME AND ATTEND THE MINI GATHERINGS TO MEET ME UP! LOVELY PEOPLE! SEE YOU ALL AGAIN SOON!!!  -brownman90561495================================================= ~ OWL User bar ~=================================================In loving memory of Baozzz-2013-Life brings tears, smiles and memories.The tears dry, the smiles fade, but the memories last forever.We will think about you always and forever,as you're never ever gone from our hearts.Though late, still better late than never.This is a simple tribute video from OWL@LYN for the fallen MK mountain guide Robbi Sapinggi. He passed away last June 5th following the 6.1 magnitude earthquake that hit Sabah that day.Angels - by reengurl and brownman90561495 (Robbie Williams cover)RIP Robbi type=""video/mp4"">The Corporate Ladder/Leader?» Click to show Spoiler - click again to hide... «1.The Big Boss of OWL = beebee - The Grand Flounder2. The 2nd Big Boss of OWL = Grengo01 - Dai Dai Lap Grengy 3. The HR Department Manager = Deadman - Barely Legal Girls ""Educator"" and now a phronographer4. The S&M Division Director = Jazz - floats like a butterfly and stings like a lightsaber5. The Ye Old Wise Man = Duke Beard - now known as Randy ""Horny"" Orton /_o_/6. The Pictars Director = zenix His siggy rox! and his never ending supply of porn pics7. The Financial Director aka Pinut - kcng - He makes Mr. Bean looks serious8. The Logistics Manager = ah wai call him if u need transportWorkers aka Sex Slaves List» Click to show Spoiler - click again to hide... «1. The Head of SKUriti = fr4g*st3r - Wantan Singh for Life demoted. Now selling magazine by the roadside2. The SKUrity ladyboss = afro_phoebe - Promoted ahead of her sleeping-on-the-job husband3. The Sexytary = bebee - No relation whatsoever with the flounder. Less one ""e""  4. The Human Calculator = Kampfer - ex-Heart-Break-Kid now Hero-Bonking-Kid5. The Hawt! OL = Kraly - HBK sidekick or side dish6. The Rice boy = bysquashy - Has been spotted pimping at Pinoyland!7. The Devil of all Devil = DevilKia - Mekiatron.... more than meets the eyes! SERIOUSLY!8. The Gadget guy = sonic_cd Go! Go! Sonic XXX-BOX9. The Eating Queen = t3ngt3ng aka BADAK....now nearly extinct! Last seen eating up half of Sri Kembangan and now Kemuning10. The Zookeeper = adam_lss - trying very hard to keep the BADAK from being extinct11. The Sewersider = neuroticmind and hisher never ending bomb threat for increase pay12. The Infernal Affairs and Gossip Manager = rourou - She likes dogs and furry stuff but I think she shaves13. The Kenot queen = lily_ger all also kennot, beh sai, mai larkkkk...now kenot come to work14. The Crab Lady = Scopio - Snip woohoo off anyone who dare cross her path15. The Confirm Gay Boy = unig got caught trying to hit on a guy named aaron16. The Prince of Hamsapians a.k.a. Papa Hamsap = Prince_Hamsap - Suspected ghey lou who is looking for a hamsap princess to be his queen 17. The All Talk No Work Girl = quireyuyue look at the post she spammed and i wonder does she actually got work to do Hard at work or hardly working? MIA/KIA List» Click to show Spoiler - click again to hide... «1. The ONE THAT SHALL NOT BE NAMED = Drifter - Champion Kereta Lembu drifter2. The Yau Char Gwai Seller = yewkhuay - Top Spammer 3.6% of the day, total posts 516!! <show off> now ZERO!3. The Dong Dong Guy = Vin_ann - dinging & donging always....until the doorbell broke now he MIA4. The Cute Hottie = Amytiang - International businesswoman or superwoman? Fly here, fly there5. The Hardworking Ambitious OL = eRiCCa - Back from australia, now in KL but MIA6. The Works Minister = Gladys  - Was seen building 'highways' to many guys hearts7. The Sexy Internal Affairs Director from 9am-5pm = siestz - Sex Affairs and Porn Director 6pm-12am8. The Sesated guy? = 7chai  - last seen KIA by Lord Pookeemah in a Magic The Gathering duel9. The Tayar man = White Lighter - Goodyear stole him from our payroll!10. The Annoying Brat = max_cavalera - Suggested by JazzNew additions since v69» Click to show Spoiler - click again to hide... «1. The Secret-ary = abbyx2 - current status is secret & needs permission from dunno who if wanna go yumcha  2. The Santa Helper = Baozz - Santa Rina who donates santa hat (except tiger's) mostest leng lui of all with 38D (edit requested by the leng lui herself)3. The Software Engineer =brian12988 - when the time he is not phailed, tat time he spams4. The padaguin out from hibernation = devince83 - now dem active working spamming OWL 5. The JapAV voice-over Recording Engineer = Tenshi - reads Playboy & drinks beer6. The hemsem Singkapork worker = Vorador - who has a crush on HR girl but still  2 make a move7. The UPS Guy (not the courier company, apa nama... the Uninterrupted Power Supply) = WhiteWing - who has a friend forever also currently in OWL v66 8. The NonExperience humang = eXPeri3nc3 - The most unexperience of all in here.. 9. The nice & friendly saint = furryfluffy - The most innocent halimeow ever born; never bites 10. Flo_2010 - Follow the Fi li Fu lo Felo!11. Pink Spider - Pinky pinky spider sitting on atree, down it comes with a sickening thud!12. Kampung2005 - The Train Addict who loves kampung life13. The K-Popfag = WintersuN whose AV was done by Baozzz14. GloryKnight - The Knight who helps people to be happy because He's Happy15. spicediablo - Just a normal worker..16. apocalypxe - Trollin to the max!17. BallCracker & BallSmasher - Crack and Smash balls wherever they wan  18. brownman90561495 - the hipster from some far away land19. izzyuke - properties tycoon20. hazelnet - a 9gag that lost in LYN /k/opitiamNew additions since v97» Click to show Spoiler - click again to hide... «1. hianz86 - a young father that rike mecha figures and leng luis   // quireyuyue's future father's in law 2. Blues89 -  Da Famous 2"" Adam Lambert 3. Joker87 - already forgotten OWL because of his GF4. KTCY - MIA5. phoenix87  - MIA6. Archer17 - ofin for shark fin soup, meat for porridge, bone for herbal soup 7. ElaineChewMeow - King of the Fart and Burp // a cat that catch no balls when the spamming goes on and on.. 8. raimy_m9 -and so he claimed, CODE(""Crazy, and full of Surprises!"")..haha.. or anything..lol.9.  sparda - chubby guy in a box, pilihan bagus dari elimi8z10. elimi8z - Ayam pekerja gaji minima yg berterima kasih byk2 dgn BR1M11. leileichungy - sexiest, baddiest Engrand user of allNEW NEW NEW!!!! KINGS AND QUEENS OF OWL!!!Want to nominate someone? PM the TS» Click to show Spoiler - click again to hide... «1. ElaineChewMeow - queen of TYPO / BLUR. aljwyz sndihg msesgaes wit typi erttors lulz kenot brain2. jennaho - queen of sponsorship. ask always for sponsorship going to places3. brownman90561495 - king of lousy. always lousy 247 kenot do anything properly4. hazelnet - OCD everyday : Obsessive Coffee Disorder, Vitamin C ~5. elimi8z - king of bacons. bacons in the morning, bacons for lunch, dinner and supper. heck even bacons along with beer!6. sparda - king of the ladyboys. watch out for his army!!!?7. scopio - queen of jelly. Alwiz jelly about everything, beware of not greeting her and not saving her contacts. Take note she is crabbie, not kuda. Lulz.8. izzyuke - neither a king nor a queen, but certainly deserving to be in the ranks. LORD of troll. just keeps on trolling everyone about HER gender, sexual orientation and preference.9. quireyuyue - queen of durian. wan some? even durian ice cream she can feed you.10. hiyyl - the KING panda. protected animal. once threaten, u'll be flipped11. zenix - the king of W33D. offers anyone some w33d. lol12. Aydee - the CHUCK NORRIS of OWL. he once created fire by rubbing two ice cubes. he also won Malaysian Idol once, by using sign language. need to get in touch with him? you can email him in his gmail account via gmail@aydee.com.13. emino - the self appointed king of selfie. 14. reengurl - the queen of pineapples (for no reason at all hahaha)15. reborn - the king of self touch. Pretty self explanatory.16. miromiro - the queen of flirty lips will make you melt..    17. ChiaW3n - cute, lanky and plays bedmintonand last but not the least...17. johnkor - THE LEGEND. 'nuff said.FORUMER OF HONOR OF THREAD STARTERS» Click to show Spoiler - click again to hide... «V140 - ScopioV139 - AydeeV138 - KVRenimen - Not so good as a TS, always MIA V137 - brownman90561495V136 - ElaineChewMeow V135 - Aydee V134 - t_yuuki  V133 - AydeeV132 - AydeeV131 - miromiroV130 - hianz86 - Fastest thread so farV129 - brownman90561495V128 - pandera999V127 - apocalypxeV126 - hiyylV125 - brownman90561495V124 - hiyyl V123 - hiyylV122 - OrangeCreamPuffV121 - hiyylV120 - brownman90561495V119 - apocalypxeV118 - brownman90561495V117 - apocalypxeV116 - brownman90561495V115 - apocalypxeV114 - brownman90561495V113 - brownman90561495V112 - leileichungyV111 - brownman90561495V110 - brownman90561495V109 - brownman90561495V108 - ElaineChewMeowV107 - scopiov106 - brownman90561495v105 - hianz86v104 - brownman90561495v103 - brownman90561495v102 - brownman90561495v101 - brownman90561495v100 - brownman90561495list getting long....Spammers of Office Workers League V140» Click to show Spoiler - click again to hide... «t_yuuki	527miromiro	364lsm1991	256Aydee	190EternalC	1665p3ak	155ChiaW3n	104hiyyl	89sway	80zenix	68pandera999	68Blues89	67Scopio	65quireyuyue	64coppycop	54bebee	24ic3aaron	23lifeofkuli	16Kampung2005	10Bonchi	9brownman90561495	8quartre88	8GloryKnight	6vincentleong	5beebee	5facelol	5HoNeYdEwBoY	5spontaneousASHLEE	4wkc	4aegis6503	3leongkokloon	3whleong860705	3steel52	3emino	3eligible	3kurururu	21KL	2gs20	2lfw	2Jag23sys	2Arata	2Lyu	2Seager	2kiddokitt	2Cha3m	1crystalism	1k town shit	1aziratul	1Q-C	1bloodcoffee	1raimy_m9	1Zootopia	1weretiger	1Tech Armory	1Zaleo	1ElvinChen92	1everest	1Cl@ud9	1gooni3	1Kilohertz	1hipmunk85	1apocalypxe	1sakrayguy	1Grengo01	1lucasat80s	1sedeat	1nearlee	1yhcyber	1 ============================================    (?°?°?????     (?°?°?? \_____/ If you ain't here or want your info edited please let the TS know!!!============================================"
1,Aydee,"  Feb 27 2017, 12:25 PM",Mr. Big,Group: Senior Member,Posts: 507,Joined: Apr 2009,From: Malayshire,Hey
2,t_yuuki,"  Feb 27 2017, 12:26 PM",Getting Started,Group: Junior Member,Posts: 134,Joined: Apr 2008,,me frist page
3,Aydee,"  Feb 27 2017, 12:26 PM",Mr. Big,Group: Senior Member,Posts: 507,Joined: Apr 2009,From: Malayshire,"Wah, first time me 1st"
4,ElaineChewMeow,"  Feb 27 2017, 12:27 PM",You forget what you have when you complaining what you don't,Group: Senior Member,Posts: 760,Joined: Mar 2011,,Bebenang saya tidak laku.
5,t_yuuki,"  Feb 27 2017, 12:28 PM",Getting Started,Group: Junior Member,Posts: 134,Joined: Apr 2008,,elaine open wrong timing. most ppl went lunch
6,brownman90561495,"  Feb 27 2017, 12:29 PM",Sangkar Nikolai will touch your National Treasure!,Group: Senior Member,Posts: 864,Joined: Jul 2009,,First page
7,Lyu,"  Feb 27 2017, 12:29 PM",Getting Started,Group: Junior Member,Posts: 147,Joined: Jan 2015,,New version...So what topic
8,miromiro,"  Feb 27 2017, 12:31 PM",New Member,Group: Junior Member,Posts: 38,Joined: Mar 2008,,1st page
9,hiyyl,"  Feb 27 2017, 12:41 PM",Getting Started,Group: Junior Member,Posts: 197,Joined: Nov 2009,From: PJ | Sibu,1st PAGE!!!!!!! Spam~~~
10,brownman90561495,"  Feb 27 2017, 12:41 PM",Sangkar Nikolai will touch your National Treasure!,Group: Senior Member,Posts: 864,Joined: Jul 2009,,We can talk about you.So...Hi there!
11,Aydee,"  Feb 27 2017, 12:41 PM",Mr. Big,Group: Senior Member,Posts: 507,Joined: Apr 2009,From: Malayshire,How was your vacation?
12,lsm1991,"  Feb 27 2017, 12:41 PM",New Member,Group: Junior Member,Posts: 20,Joined: Feb 2012,,yay!!!
13,t_yuuki,"  Feb 27 2017, 12:44 PM",Getting Started,Group: Junior Member,Posts: 134,Joined: Apr 2008,,new saga to troll on
14,hiyyl,"  Feb 27 2017, 12:44 PM",Getting Started,Group: Junior Member,Posts: 197,Joined: Nov 2009,From: PJ | Sibu,When is TS's video coming out?
15,Scopio,"  Feb 27 2017, 12:46 PM",? Need Love ?,Group: Senior Member,Posts: 802,Joined: Feb 2006,From: ~ /k/iap /k/iap island ~,AHHHHHHHHHHHHHHHHHHHHHHHHHHH
16,t_yuuki,"  Feb 27 2017, 12:46 PM",Getting Started,Group: Junior Member,Posts: 134,Joined: Apr 2008,,he got record TS?
17,hiyyl,"  Feb 27 2017, 12:54 PM",Getting Started,Group: Junior Member,Posts: 197,Joined: Nov 2009,From: PJ | Sibu,Ade. Ade pic videi takde
18,brownman90561495,"  Feb 27 2017, 01:01 PM",Sangkar Nikolai will touch your National Treasure!,Group: Senior Member,Posts: 864,Joined: Jul 2009,,It was great!!! First time to penang! And KL was great as always!Though dunno why hiyyl and miromiro were hibernating and didnt show up
19,brownman90561495,"  Feb 27 2017, 01:02 PM",Sangkar Nikolai will touch your National Treasure!,Group: Senior Member,Posts: 864,Joined: Jul 2009,,"My workstation is now in the repair shop. If i would be allowed to, hopefully i can upload this coming weekend."
0,Pizza86,"  Yesterday, 05:30 PM, updated 10h ago",New Member,Group: New Member,Posts: 0,Joined: May 2017,,Zairil (malay by constitution )  - Bukit Bendera ParliamentAriff Sabri (dont know will be retained by DAP or not)- Raub ParliamentTengku Zulpuri Shah bin Raja Puji (not sure will be retained by DAP or not)- DUN MentakabDyana Sofya- Teluk Intan ParliamentRara - ??? not sure yet whereZaid Ibrahim- perhaps somewhere urban seatAriffin Omar- perhaps somewhere around Penangso perhaps DAP might have 7 or more malays candidate for Ge14
1,Timemuffin,"  Yesterday, 05:31 PM",Getting Started,Group: Junior Member,Posts: 84,Joined: Jul 2011,,how is rara candidate worthy lol
2,adj3,"  Yesterday, 05:31 PM",New Member,Group: New Member,Posts: 0,Joined: Jul 2014,,some one list out malay candidate for bee end
3,MeToo,"  Yesterday, 05:32 PM",Look at all my stars!!,Group: Senior Member,"Posts: 5,930",Joined: May 2009,,Tipu....DAP is cina party how come got malay de...
4,natamhanjing,"  Yesterday, 05:33 PM",Getting Started,Group: Junior Member,Posts: 65,Joined: Jul 2009,,"Dyana Sofya expired already, Gonna effect Zairil too."
5,Vape [On],"  Yesterday, 05:34 PM",Regular,Group: Senior Member,"Posts: 1,064",Joined: Nov 2015,,
6,Pizza86,"  Yesterday, 05:34 PM",New Member,Group: New Member,Posts: 0,Joined: May 2017,,we need dyana to raise concern to shut down racist institution like UiTM
7,vendetta87,"  Yesterday, 05:35 PM",New Member,Group: Junior Member,Posts: 46,Joined: Dec 2005,,facepalm.jpgDAP is the most multiracial party wei...semua race ada
8,KayDknighT,"  Yesterday, 11:45 PM",New Member,Group: Junior Member,Posts: 29,Joined: Jan 2003,,"Like that sure kalah then liao, conlanfirm all thousands votes from uitm students lexturera staffs gone ady"
9,joe_mamak,"  Yesterday, 11:46 PM",Casual,Group: Junior Member,Posts: 333,Joined: Dec 2006,,He was being sarcastic.
10,ironmaid89,"  Yesterday, 11:58 PM",New Member,Group: New Member,Posts: 0,Joined: Aug 2012,,"hahaha Dyana for Teluk intan and with those scandal, look like Gerakan President Mah Siew Keong going retain the seat with more majority"
11,nearlee,"  Today, 12:00 AM",Getting Started,Group: Junior Member,Posts: 103,Joined: May 2009,From: iNearly,inb4 cina UMNONearlee
12,epsonstylux,"  Today, 12:04 AM","I said ""Good Day!""",Group: Senior Member,"Posts: 1,013",Joined: Oct 2007,From: Damansara,My neighbour might be contesting. Dap Kluang the one the saya imam guy retaliate to
13,amidamaru,"  Today, 12:26 AM",Getting Started,Group: Junior Member,Posts: 171,Joined: Dec 2005,From: Megalopolis,3gp dyana first then baru vote.
14,Faidzal,"  Today, 12:29 AM",Getting Started,Group: Junior Member,Posts: 232,Joined: Aug 2008,From: From JB to KL!,RaRa will most probably contest dusun tua DUN in hulu Langat district.
15,waiora_protuner,"  Today, 12:30 AM",Getting Started,Group: Junior Member,Posts: 230,Joined: Jun 2011,,7 je? at most?lel
16,joe_mamak,"  Today, 12:33 AM",Casual,Group: Junior Member,Posts: 333,Joined: Dec 2006,,I think got two or three more.  You didn't hear it from me.
17,Faidzal,"  Today, 12:33 AM",Getting Started,Group: Junior Member,Posts: 232,Joined: Aug 2008,From: From JB to KL!,she quite rajin turun padang since she is ahli majlis perbandaran kajang.https://www.facebook.com/youngsyefura
18,Faidzal,"  Today, 12:40 AM",Getting Started,Group: Junior Member,Posts: 232,Joined: Aug 2008,From: From JB to KL!,mana firdaus babh?mana mahadzir Ibrahim?fun fact: there was ahmad ton who for ages contested the malay majority parliament seat of tanjung piai under DAP yet every election they elect the MCA/gerakan candidate from BN...but now ahmad ton retired from politics iinm...
19,waiora_protuner,"  Today, 12:41 AM",Getting Started,Group: Junior Member,Posts: 230,Joined: Jun 2011,,tak sabarnya nak mengundi..
0,Songlap,"  Jun 30 2017, 03:24 PM, updated 2h ago",New Member,Group: Junior Member,Posts: 28,Joined: Feb 2013,From: Putrajaya,"Pre-thread prayerDengan nama se7en, jauhkanlah kami dari campurtangan jin jembalang syaitan toyol dan jauhkanlah santau, hysteria dan rempit dari apa-apa yang Engkau kurniakan pada kami.Segala puji bagi se7en.thanks to Ewww!Federal Territories mufti Zulkifli Mohamad al-Bakri has proposed that all local airlines begin their flights with a prayer.Weighing in on the row over prayers aboard flights, Zulkifli said that Muslims are encouraged to say a prayer before embarking on a journey, to ensure smooth and safe travel.This, he said, was a good practice that should be promoted.""As such, we sincerely propose that airlines in Malaysia, such as Malaysia Airlines Berhad (MAB) Air Asia, Malindo and Firefly, begin their journeys with a prayer.""This will bring blessings on the journey, and InsyaAllah, safety and peace, because travelling is a hardship that people face,"" he said in a statement today...https://www.malaysiakini.com/news/387034#ixzz4lT50HOve"
1,Anak_Menteri,"  Jun 30 2017, 03:24 PM",New Member,Group: New Member,Posts: 2,Joined: Nov 2015,,Lol
2,abgropi,"  Jun 30 2017, 03:25 PM",New Member,Group: New Member,Posts: 0,Joined: Jun 2017,,/k ppl will bashing pas in 3...2...1.
3,lorrydriverrocks,"  Jun 30 2017, 03:25 PM",Getting Started,Group: Junior Member,Posts: 185,Joined: May 2014,,Sudah la...semua pun nak tumpang glamour
4,eksk,"  Jun 30 2017, 03:26 PM",Casual,Group: Junior Member,Posts: 380,Joined: Oct 2004,,i demand buddhist chantings and Hindu prayers too! in addition to shaminist animal sacrifice before each flight.. never hurts to appeal to the pantheon of gods!
5,pr0pofol,"  Jun 30 2017, 03:27 PM",Getting Started,Group: Junior Member,Posts: 121,Joined: Oct 2012,,"qatar airways already doing thatnobody complainsmeanwhile if msia wanna do.... ready 1, 2, 3 vrooommmm"
6,abamkacahitam,"  Jun 30 2017, 03:27 PM",New Member,Group: Junior Member,Posts: 11,Joined: Nov 2016,,Can other religion prayer be made as well? Let's say if the pilot is a Buddhist then a prayer in buddhist will be held. Or this prayer outloud only for one religion?
7,HongKi,"  Jun 30 2017, 03:27 PM",Getting Started,Group: Junior Member,Posts: 107,Joined: Nov 2013,,"Okay okay okay.For every religions in a plane,We pray for each every different.Just pray to urself la, not like the plane instant take off when you board it."
8,J1g54w,"  Jun 30 2017, 03:28 PM",Getting Started,Group: Junior Member,Posts: 85,Joined: Jul 2015,,yeah right... but people still stuck in traffic jam for hours everyday... can pray for no traffic jam?
9,KLboy92,"  Jun 30 2017, 03:28 PM",New Member,Group: Junior Member,Posts: 31,Joined: Aug 2015,From: Cherasboy,"I agreeI will startHail Mary full of grace, the Lord is with thee..."
10,KLboy92,"  Jun 30 2017, 03:29 PM",New Member,Group: Junior Member,Posts: 31,Joined: Aug 2015,From: Cherasboy,"by that logic,Saudi potong kepala nobody complainsChina makan babi nobody complainsUS gay marriage nobody complainsbodoh"
11,limeuu,"  Jun 30 2017, 03:29 PM",Look at all my stars!!,Group: Senior Member,"Posts: 9,672",Joined: Aug 2006,,"Mas already got lah....at the end of safety demo, there is a doa page, albeit silent....Rba got actual prayer over the pa...."
12,pr0pofol,"  Jun 30 2017, 03:30 PM",Getting Started,Group: Junior Member,Posts: 121,Joined: Oct 2012,,"bodoare we actually talking about potong kepala, makan babi, gay marriage in the first place?logic bodo pi mampus la"
13,MsGaijin,"  Jun 30 2017, 03:31 PM",New Member,Group: Junior Member,Posts: 29,Joined: Dec 2008,,*Parking drift* dulu~Anyone selling popcorn and carbonated drinks?
14,ozak,"  Jun 30 2017, 03:32 PM",10k Club,Group: Senior Member,"Posts: 11,559",Joined: Jan 2005,,Additional 1hr also don't no can take off or not.
15,Songlap,"  Jun 30 2017, 03:32 PM",New Member,Group: Junior Member,Posts: 28,Joined: Feb 2013,From: Putrajaya,
